"divipola","departamento","municipio","vigencia","femenino","masculino","no binario","género no responde","primera infancia 0 a 5 años","infancia 6 a 11 años","adolescencia 12 a 17 años","juventud 18 a 29 años","adultez 29 a 59 años","personas mayores 60 o más años","negros, afrocolombianos, raizales y palenqueros","indígenas","rrom","urbano","rural","LGBTIQ+","personas con discapacidad","personas defensoras de derechos humanos y liderazgo social","personas campesinas","persona en proceso de reincorporacion","víctimas","total personas de atendidas","Centroide del municipio"
"15276","Boyacá","Floresta","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.918111 5.859519)"
"76054","Valle del Cauca","Argelia","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.119905 4.726945)"
"05647","Antioquia","San Andrés de Cuerquía","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.676008 6.912558)"
"15600","Boyacá","Ráquira","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.632543 5.539136)"
"08141","Atlántico","Candelaria","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.879717 10.461903)"
"27425","Chocó","Medio Atrato","2,025","66","59","0","0","0","23","54","47","1","0","12","113","0","0","0","0","0","0","0","0","0","125","POINT (-76.783042 5.994935)"
"66572","Risaralda","Pueblo Rico","2,025","404","486","0","0","62","443","354","28","2","1","166","136","0","0","0","0","7","0","324","0","0","890","POINT (-76.030805 5.222022)"
"19392","Cauca","La Sierra","2,025","100","121","0","0","2","89","126","2","2","0","103","3","0","0","0","0","1","0","115","0","0","221","POINT (-76.763278 2.179383)"
"52490","Nariño","Olaya Herrera","2,025","148","171","0","0","3","125","159","28","4","0","315","4","0","0","0","0","0","0","193","0","0","319","POINT (-78.325814 2.347457)"
"52356","Nariño","Ipiales","2,024","365","471","0","0","4","707","70","28","26","1","0","17","0","0","0","0","0","0","0","0","0","836","POINT (-77.646367 0.827732)"
"25386","Cundinamarca","La Mesa","2,024","4","4","0","0","0","0","0","1","6","1","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-74.461588 4.631028)"
"05120","Antioquia","Cáceres","2,024","124","112","0","0","1","96","132","3","4","0","6","1","1","0","0","0","1","0","0","0","0","236","POINT (-75.35205 7.578366)"
"05686","Antioquia","Santa Rosa de Osos","2,024","180","211","0","0","0","284","104","3","0","0","0","0","0","0","0","0","7","0","0","0","0","391","POINT (-75.460723 6.643366)"
"50350","Meta","La Macarena","2,024","120","109","0","0","10","106","109","1","3","0","0","0","0","0","0","0","0","0","0","0","0","229","POINT (-73.78661 2.177143)"
"05585","Antioquia","Puerto Nare","2,024","117","99","0","0","0","181","31","2","1","1","0","0","0","0","0","0","0","0","0","0","0","216","POINT (-74.583012 6.186025)"
"52019","Nariño","Albán","2,024","133","129","0","0","0","182","79","1","0","0","0","2","0","0","0","0","1","0","0","0","0","262","POINT (-77.080712 1.474978)"
"13212","Bolívar","Córdoba","2,023","6","7","0","0","0","1","1","8","1","2","1","1","0","0","0","0","0","0","0","0","0","13","POINT (-74.827391 9.586926)"
"20443","Cesar","Manaure Balcón del Cesar","2,023","16","7","0","0","0","2","1","5","11","4","2","1","0","0","0","0","0","0","0","0","0","23","POINT (-73.02832 10.390899)"
"27075","Chocó","Bahía Solano","2,023","2","1","0","0","0","0","0","2","1","0","2","0","0","0","0","0","0","0","0","0","0","3","POINT (-77.401633 6.22127)"
"52258","Nariño","El Tablón de Gómez","2,023","1","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","3","POINT (-77.097101 1.427277)"
"25053","Cundinamarca","Arbeláez","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.414901 4.272534)"
"15764","Boyacá","Soracá","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.332804 5.500898)"
"81001","Arauca","Arauca","2,025","985","950","0","0","25","947","921","25","16","1","90","7","0","0","0","0","8","0","233","0","0","1,935","POINT (-70.74635 7.077359)"
"25200","Cundinamarca","Cogua","2,025","230","233","0","0","11","252","194","6","0","0","0","0","0","0","0","0","9","0","2","0","0","463","POINT (-73.978497 5.061842)"
"17616","Caldas","Risaralda","2,025","7","2","0","0","0","0","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","9","POINT (-75.76722 5.164509)"
"52520","Nariño","Francisco Pizarro","2,023","5","12","0","0","1","0","3","7","5","1","8","0","0","0","0","0","0","0","0","0","0","17","POINT (-78.658361 2.040629)"
"52621","Nariño","Roberto Payán","2,023","37","16","0","0","0","1","1","47","3","1","50","0","0","0","0","0","0","0","0","0","0","53","POINT (-78.245716 1.697492)"
"13052","Bolívar","Arjona","2,026","257","226","0","0","0","201","274","6","2","0","358","0","0","0","0","0","0","0","121","0","0","483","POINT (-75.344501 10.256633)"
"41530","Huila","Palestina","2,026","211","198","0","0","12","161","233","3","0","0","0","0","0","0","0","0","0","0","409","0","0","409","POINT (-76.133291 1.723723)"
"76895","Valle del Cauca","Zarzal","2,026","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-76.070795 4.392658)"
"52254","Nariño","El Peñol","2,024","2","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2","POINT (-77.437859 1.452893)"
"05206","Antioquia","Concepción","2,026","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.257587 6.394348)"
"15810","Boyacá","Tipacoque","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.693173 6.418586)"
"68673","Santander","San Benito","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.50907 6.126656)"
"68549","Santander","Pinchote","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.174699 6.531745)"
"86573","Putumayo","Puerto Leguízamo","2,025","243","250","0","0","0","222","264","1","6","0","7","36","0","0","0","0","1","0","276","0","0","493","POINT (-74.782473 -0.190921)"
"70230","Sucre","Chalán","2,025","76","91","0","0","0","82","82","1","2","0","10","4","0","0","0","0","5","0","0","0","0","167","POINT (-75.312697 9.545352)"
"05670","Antioquia","San Roque","2,024","242","215","0","0","2","183","260","8","4","0","0","0","0","0","0","0","0","0","0","0","0","457","POINT (-75.019109 6.485939)"
"19022","Cauca","Almaguer","2,024","109","111","0","0","5","112","83","18","2","0","0","2","0","0","0","0","0","0","0","0","0","220","POINT (-76.85607 1.913429)"
"20383","Cesar","La Gloria","2,024","158","125","0","0","0","90","173","5","8","7","5","0","0","0","0","0","0","0","0","0","0","283","POINT (-73.80321 8.619298)"
"81001","Arauca","Arauca","2,024","332","334","0","0","1","398","257","8","2","0","15","0","0","0","0","0","2","0","0","0","0","666","POINT (-70.74635 7.077359)"
"73148","Tolima","Carmen de Apicalá","2,024","0","10","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-74.716169 4.147912)"
"17272","Caldas","Filadelfia","2,023","2","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-75.562474 5.297091)"
"41801","Huila","Teruel","2,023","4","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-75.567034 2.740968)"
"54398","Norte de Santander","La Playa","2,023","3","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-73.238417 8.212854)"
"17001","Caldas","Manizales","2,026","1","0","0","9","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-75.491018 5.057655)"
"27006","Chocó","Acandí","2,026","72","82","0","0","7","87","60","0","0","0","153","0","0","0","0","0","0","0","154","0","0","154","POINT (-77.279951 8.512178)"
"25402","Cundinamarca","La Vega","2,024","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-74.331138 4.993077)"
"05873","Antioquia","Vigía del Fuerte","2,023","2","1","0","0","0","0","0","2","1","0","2","0","0","0","0","0","0","0","0","0","0","3","POINT (-76.896004 6.588164)"
"52418","Nariño","Los Andes","2,024","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","3","POINT (-77.521303 1.494587)"
"76054","Valle del Cauca","Argelia","2,025","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-76.119905 4.726945)"
"68705","Santander","Santa Bárbara","2,024","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.907445 6.990996)"
"05310","Antioquia","Gómez Plata","2,024","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.220018 6.683269)"
"25154","Cundinamarca","Carmen de Carupa","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.901357 5.349119)"
"68820","Santander","Tona","2,023","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.966018 7.202725)"
"25524","Cundinamarca","Pandi","2,023","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.486641 4.190393)"
"66088","Risaralda","Belén de Umbría","2,023","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.868334 5.200793)"
"05628","Antioquia","Sabanalarga","2,023","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.816645 6.850028)"
"25805","Cundinamarca","Tibacuy","2,025","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.452344 4.348315)"
"86760","Putumayo","Santiago","2,026","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","POINT (-77.002641 1.147076)"
"25612","Cundinamarca","Ricaurte","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.784543 4.29395)"
"05002","Antioquia","Abejorral","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.428739 5.789315)"
"18205","Caquetá","Curillo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.919205 1.033473)"
"25851","Cundinamarca","Útica","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.483154 5.19055)"
"54172","Norte de Santander","Chinácota","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.6047 7.60108)"
"68264","Santander","Encino","2,025","56","62","0","0","14","82","20","0","2","0","0","0","0","0","0","0","0","0","89","0","0","118","POINT (-73.098749 6.137429)"
"15293","Boyacá","Gachantivá","2,025","48","44","0","0","0","51","39","0","2","0","0","0","0","0","0","0","1","0","91","0","0","92","POINT (-73.549092 5.751891)"
"52019","Nariño","Albán","2,025","205","187","0","0","0","236","153","3","0","0","2","0","0","0","0","0","1","0","130","0","0","392","POINT (-77.080712 1.474978)"
"68051","Santander","Aratoca","2,024","266","294","0","0","5","363","182","7","3","0","0","0","0","0","0","0","5","0","0","0","0","560","POINT (-73.01786 6.694418)"
"15244","Boyacá","El Cocuy","2,023","12","3","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","15","POINT (-72.444537 6.407738)"
"05376","Antioquia","La Ceja","2,023","17","7","0","0","0","1","0","10","11","2","0","0","1","0","0","0","0","0","0","0","0","24","POINT (-75.429433 6.028062)"
"05615","Antioquia","Rionegro","2,026","193","160","0","0","26","287","40","0","0","0","0","0","0","0","0","0","6","0","0","0","0","353","POINT (-75.376859 6.147425)"
"25095","Cundinamarca","Bituima","2,025","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.539609 4.872171)"
"68418","Santander","Los Santos","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.102746 6.755208)"
"15090","Boyacá","Berbeo","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.12721 5.227451)"
"05664","Antioquia","San Pedro de los Milagros","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.556743 6.46012)"
"17662","Caldas","Samaná","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.992263 5.41308)"
"23672","Córdoba","San Antero","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.76112 9.376434)"
"25599","Cundinamarca","Apulo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.593926 4.520304)"
"73411","Tolima","Líbano","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.063421 4.923442)"
"95015","Guaviare","Calamar","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.655197 1.960982)"
"73270","Tolima","Falan","2,025","104","95","0","0","0","38","120","9","12","20","0","0","0","0","0","0","0","0","4","0","0","199","POINT (-74.953007 5.123104)"
"13673","Bolívar","Santa Catalina","2,025","138","147","0","0","0","131","153","1","0","0","285","0","0","0","0","0","0","0","0","0","0","285","POINT (-75.287786 10.605178)"
"05411","Antioquia","Liborina","2,024","3","2","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","5","POINT (-75.812838 6.677316)"
"15401","Boyacá","La Victoria","2,023","3","2","0","0","0","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","5","POINT (-74.234393 5.523792)"
"52320","Nariño","Guaitarilla","2,023","6","3","0","0","0","0","0","4","5","0","0","2","0","0","0","0","0","0","0","0","0","9","POINT (-77.549818 1.129567)"
"50606","Meta","Restrepo","2,023","6","4","0","0","0","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-73.56497 4.260447)"
"13222","Bolívar","Clemencia","2,023","6","13","0","0","0","0","0","16","3","0","2","0","0","0","0","0","0","0","0","0","0","19","POINT (-75.328517 10.567541)"
"20750","Cesar","San Diego","2,023","11","11","0","0","0","1","1","11","8","1","3","1","0","0","0","0","0","0","0","0","0","22","POINT (-73.181208 10.333039)"
"91540","Amazonas","Puerto Nariño","2,023","115","60","0","0","2","28","45","10","60","30","0","161","0","0","0","0","0","0","0","0","0","175","POINT (-70.365072 -3.78111)"
"23675","Córdoba","San Bernardo del Viento","2,023","2","2","0","0","0","0","0","0","3","1","0","3","0","0","0","0","0","0","0","0","0","4","POINT (-75.955053 9.352481)"
"68296","Santander","Galán","2,024","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.287765 6.638415)"
"15185","Boyacá","Chitaraque","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.4471 6.027425)"
"23168","Córdoba","Chimá","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.626886 9.149698)"
"25040","Cundinamarca","Anolaima","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.46384 4.7617)"
"47053","Magdalena","Aracataca","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.186702 10.589791)"
"50223","Meta","Cubarral","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.838724 3.793614)"
"66170","Risaralda","Dosquebradas","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.682469 4.8272)"
"19824","Cauca","Totoró","2,025","261","277","0","0","11","315","194","8","9","1","0","490","0","0","0","0","3","0","240","0","0","538","POINT (-76.402443 2.510229)"
"52356","Nariño","Ipiales","2,025","223","228","0","0","3","393","40","1","14","0","0","106","0","0","0","0","4","0","1","0","0","451","POINT (-77.646367 0.827732)"
"52585","Nariño","Pupiales","2,025","158","150","0","0","16","126","148","3","14","1","0","9","0","0","0","0","11","0","35","0","0","308","POINT (-77.633504 0.86714)"
"50226","Meta","Cumaral","2,025","370","452","0","0","19","406","383","7","5","2","7","0","0","0","0","0","5","0","196","0","0","822","POINT (-73.486557 4.269535)"
"52405","Nariño","Leiva","2,025","74","64","0","0","9","122","7","0","0","0","0","0","0","0","0","0","5","0","137","0","0","138","POINT (-77.306135 1.934453)"
"50318","Meta","Guamal","2,025","6","2","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-73.768324 3.880572)"
"20770","Cesar","San Martín","2,025","51","47","0","0","3","86","8","0","1","0","0","0","0","0","0","0","0","0","97","0","0","98","POINT (-73.510914 7.999855)"
"41615","Huila","Rivera","2,023","6","4","0","0","0","0","0","6","3","1","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-75.258643 2.777638)"
"05212","Antioquia","Copacabana","2,023","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.509309 6.348654)"
"17524","Caldas","Palestina","2,023","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-75.62163 5.020634)"
"41349","Huila","Hobo","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.451151 2.582868)"
"19533","Cauca","Piamonte","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.327892 1.119414)"
"19785","Cauca","Sucre","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.926279 2.038237)"
"20250","Cesar","El Paso","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.741788 9.66847)"
"25779","Cundinamarca","Susa","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.813938 5.455291)"
"13657","Bolívar","San Juan Nepomuceno","2,025","502","506","0","0","22","395","551","6","18","16","150","17","0","0","0","0","3","0","242","0","0","1,008","POINT (-75.081402 9.95338)"
"25151","Cundinamarca","Cáqueza","2,025","139","154","0","0","10","148","113","0","22","0","2","0","0","0","0","0","9","0","209","0","0","293","POINT (-73.946473 4.404112)"
"68689","Santander","San Vicente de Chucurí","2,025","433","462","0","0","49","565","276","2","3","0","0","0","0","0","0","0","17","0","474","0","0","895","POINT (-73.411024 6.880383)"
"68051","Santander","Aratoca","2,025","293","319","0","0","51","393","165","2","1","0","0","0","0","0","0","0","8","0","334","0","0","612","POINT (-73.01786 6.694418)"
"68179","Santander","Chipatá","2,025","163","177","0","1","12","140","184","5","0","0","0","0","0","0","0","0","0","0","309","0","0","341","POINT (-73.637111 6.062521)"
"15600","Boyacá","Ráquira","2,024","2","3","0","0","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","5","POINT (-73.632543 5.539136)"
"27660","Chocó","San José del Palmar","2,024","152","172","0","0","5","98","197","22","2","0","179","145","0","0","0","0","0","0","0","0","0","324","POINT (-76.232849 4.897593)"
"47258","Magdalena","El Piñón","2,024","206","189","0","0","0","38","338","19","0","0","198","0","0","0","0","0","0","0","0","0","0","395","POINT (-74.823263 10.403071)"
"17380","Caldas","La Dorada","2,023","4","3","0","0","0","2","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-74.658488 5.444501)"
"68575","Santander","Puerto Wilches","2,023","6","5","0","0","0","0","0","8","3","0","0","0","0","0","0","0","0","0","0","0","0","11","POINT (-73.899068 7.349039)"
"25769","Cundinamarca","Subachoque","2,023","12","3","0","0","0","0","2","6","7","0","0","0","0","0","0","0","0","0","0","0","0","15","POINT (-74.172773 4.929118)"
"23855","Córdoba","Valencia","2,023","7","10","0","0","0","7","2","1","7","0","0","1","0","0","0","0","2","0","0","0","0","17","POINT (-76.150756 8.255016)"
"19137","Cauca","Caldono","2,023","112","126","0","0","1","99","102","19","15","2","0","221","0","0","0","0","1","0","0","0","0","238","POINT (-76.484789 2.798819)"
"05042","Antioquia","Santa Fé de Antioquia","2,026","179","194","0","1","6","278","88","2","0","0","2","0","0","0","0","0","7","0","29","0","0","374","POINT (-75.826648 6.556484)"
"13248","Bolívar","El Guamo","2,025","0","3","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-74.976102 10.030874)"
"68682","Santander","San Joaquín","2,024","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.867638 6.427548)"
"15322","Boyacá","Guateque","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.471207 5.007321)"
"13650","Bolívar","San Fernando","2,024","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.323867 9.214179)"
"25841","Cundinamarca","Ubaque","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.933477 4.483788)"
"15332","Boyacá","Güicán de la Sierra","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.411763 6.462864)"
"20178","Cesar","Chiriguaná","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.599913 9.361058)"
"54480","Norte de Santander","Mutiscua","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.747169 7.300469)"
"66075","Risaralda","Balboa","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.960134 4.945848)"
"05670","Antioquia","San Roque","2,025","273","226","0","0","11","202","261","7","2","16","48","0","0","0","0","0","5","0","233","0","0","499","POINT (-75.019109 6.485939)"
"97161","Vaupés","Carurú","2,025","48","52","0","0","0","0","91","9","0","0","0","100","0","0","0","0","0","0","0","0","0","100","POINT (-71.297793 1.014598)"
"73443","Tolima","San Sebastián de Mariquita","2,025","581","614","0","3","17","739","399","27","15","1","0","1","0","0","0","0","6","0","228","0","0","1,198","POINT (-74.889276 5.199708)"
"68152","Santander","Carcasí","2,024","12","10","0","1","0","8","9","4","2","0","0","0","0","0","0","0","0","0","0","0","0","23","POINT (-72.627099 6.629016)"
"70230","Sucre","Chalán","2,024","3","2","0","0","0","0","0","1","4","0","2","0","0","0","0","0","0","0","0","0","0","5","POINT (-75.312697 9.545352)"
"13873","Bolívar","Villanueva","2,023","5","1","0","0","0","0","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","6","POINT (-75.271108 10.445091)"
"05147","Antioquia","Carepa","2,023","7","11","1","0","0","3","0","7","9","0","3","0","0","0","0","0","0","0","0","0","0","19","POINT (-76.652822 7.755199)"
"41078","Huila","Baraya","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.055253 3.152983)"
"15299","Boyacá","Garagoa","2,024","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.364413 5.083234)"
"05055","Antioquia","Argelia","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.141741 5.730672)"
"41206","Huila","Colombia","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.802815 3.376745)"
"13650","Bolívar","San Fernando","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.323867 9.214179)"
"05150","Antioquia","Carolina","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.283192 6.725995)"
"66383","Risaralda","La Celia","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.0032 5.002787)"
"76100","Valle del Cauca","Bolívar","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.183583 4.337846)"
"20060","Cesar","Bosconia","2,025","787","824","0","0","7","833","764","4","3","0","25","12","0","0","0","0","10","0","7","0","0","1,611","POINT (-73.888761 9.975098)"
"27245","Chocó","El Carmen de Atrato","2,025","571","580","0","0","76","394","444","231","4","2","84","1,061","0","0","0","0","0","0","1,010","0","0","1,151","POINT (-76.142112 5.899789)"
"05088","Antioquia","Bello","2,025","651","641","0","1","254","803","201","12","22","1","19","1","0","0","0","0","6","0","1","0","0","1,293","POINT (-75.555245 6.333587)"
"19824","Cauca","Totoró","2,024","90","86","0","0","8","128","34","5","1","0","0","141","0","0","0","0","1","0","0","0","0","176","POINT (-76.402443 2.510229)"
"52405","Nariño","Leiva","2,024","49","57","0","0","0","3","93","8","2","0","0","0","0","0","0","0","0","0","0","0","0","106","POINT (-77.306135 1.934453)"
"23079","Córdoba","Buenavista","2,024","75","77","0","0","0","11","138","2","1","0","0","1","0","0","0","0","0","0","0","0","0","152","POINT (-75.480897 8.221187)"
"54385","Norte de Santander","La Esperanza","2,023","5","3","0","0","0","0","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-73.328126 7.639839)"
"20011","Cesar","Aguachica","2,023","5","9","0","0","0","0","0","7","6","1","0","0","0","0","0","0","2","0","0","0","0","14","POINT (-73.599399 8.309986)"
"47720","Magdalena","Santa Bárbara de Pinto","2,026","50","70","0","0","10","29","69","12","0","0","0","0","0","0","0","0","0","0","0","0","0","120","POINT (-74.704667 9.432263)"
"19075","Cauca","Balboa","2,026","348","281","0","0","66","287","270","6","0","0","206","0","0","0","0","0","2","0","423","0","0","629","POINT (-77.215773 2.040998)"
"54313","Norte de Santander","Gramalote","2,023","2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-72.787233 7.916946)"
"25245","Cundinamarca","El Colegio","2,024","2","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-74.44221 4.578071)"
"52506","Nariño","Ospina","2,024","1","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-77.566082 1.058433)"
"15839","Boyacá","Tutazá","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-72.856035 6.032608)"
"13300","Bolívar","Hatillo de Loba","2,023","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-74.07833 8.955708)"
"15135","Boyacá","Campohermoso","2,024","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.104173 5.031676)"
"41006","Huila","Acevedo","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.888532 1.805259)"
"52399","Nariño","La Unión","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.131316 1.600219)"
